speed_kmh,steer_deg_sw,steer_deg_wheel,straight_dist_m,avoidance_success,outcome,min_clearance_m,max_lat_dev_m,lat_at_obstacle_m,pd_start_dist_m,lane_start_dist_m,total_dist_m
40,5,0.33,80,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,10,0.67,80,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,15,1.0,80,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,20,1.33,80,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,25,1.67,80,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,30,2.0,80,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,35,2.33,80,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,40,2.67,80,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,45,3.0,80,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,50,3.33,80,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,55,3.67,80,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,60,4.0,80,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,65,4.33,80,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,70,4.67,80,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,75,5.0,80,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,80,5.33,80,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,85,5.67,80,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,90,6.0,80,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-90,-6.0,85,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-85,-5.67,85,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-80,-5.33,85,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-75,-5.0,85,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-70,-4.67,85,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-65,-4.33,85,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-60,-4.0,85,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-55,-3.67,85,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-50,-3.33,85,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-45,-3.0,85,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-40,-2.67,85,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-35,-2.33,85,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-30,-2.0,85,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-25,-1.67,85,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-20,-1.33,85,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-15,-1.0,85,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-10,-0.67,85,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-5,-0.33,85,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,0,0.0,85,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,5,0.33,85,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,10,0.67,85,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,15,1.0,85,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,20,1.33,85,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,25,1.67,85,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,30,2.0,85,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,35,2.33,85,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,40,2.67,85,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,45,3.0,85,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,50,3.33,85,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,55,3.67,85,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,60,4.0,85,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,65,4.33,85,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,70,4.67,85,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,75,5.0,85,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,80,5.33,85,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,85,5.67,85,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,90,6.0,85,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-90,-6.0,90,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-85,-5.67,90,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-80,-5.33,90,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-75,-5.0,90,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-70,-4.67,90,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-65,-4.33,90,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-60,-4.0,90,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-55,-3.67,90,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-50,-3.33,90,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-45,-3.0,90,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-40,-2.67,90,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-35,-2.33,90,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-30,-2.0,90,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-25,-1.67,90,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-20,-1.33,90,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-15,-1.0,90,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-10,-0.67,90,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-5,-0.33,90,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,0,0.0,90,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,5,0.33,90,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,10,0.67,90,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,15,1.0,90,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,20,1.33,90,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,25,1.67,90,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,30,2.0,90,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,35,2.33,90,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,40,2.67,90,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,45,3.0,90,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,50,3.33,90,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,55,3.67,90,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,60,4.0,90,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,65,4.33,90,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,70,4.67,90,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,75,5.0,90,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,80,5.33,90,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,85,5.67,90,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,90,6.0,90,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-90,-6.0,95,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-85,-5.67,95,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-80,-5.33,95,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-75,-5.0,95,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-70,-4.67,95,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-65,-4.33,95,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-60,-4.0,95,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-55,-3.67,95,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-50,-3.33,95,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-45,-3.0,95,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-40,-2.67,95,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-35,-2.33,95,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-30,-2.0,95,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-25,-1.67,95,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-20,-1.33,95,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-15,-1.0,95,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-10,-0.67,95,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-5,-0.33,95,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,0,0.0,95,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,5,0.33,95,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,10,0.67,95,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,15,1.0,95,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,20,1.33,95,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,25,1.67,95,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,30,2.0,95,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,35,2.33,95,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,40,2.67,95,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,45,3.0,95,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,50,3.33,95,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,55,3.67,95,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,60,4.0,95,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,65,4.33,95,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,70,4.67,95,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,75,5.0,95,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,80,5.33,95,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,85,5.67,95,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,90,6.0,95,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-90,-6.0,100,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-85,-5.67,100,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-80,-5.33,100,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-75,-5.0,100,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-70,-4.67,100,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-65,-4.33,100,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-60,-4.0,100,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-55,-3.67,100,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-50,-3.33,100,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-45,-3.0,100,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-40,-2.67,100,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-35,-2.33,100,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-30,-2.0,100,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-25,-1.67,100,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-20,-1.33,100,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-15,-1.0,100,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-10,-0.67,100,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,-5,-0.33,100,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,0,0.0,100,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,5,0.33,100,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,10,0.67,100,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,15,1.0,100,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,20,1.33,100,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,25,1.67,100,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,30,2.0,100,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,35,2.33,100,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,40,2.67,100,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,45,3.0,100,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,50,3.33,100,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,55,3.67,100,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,60,4.0,100,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,65,4.33,100,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
40,70,4.67,100,0,COLLISION_STRAIGHT,-0.111,0.0,0.0,N/A,N/A,59.1
30,-40,-2.67,115,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,-35,-2.33,115,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,-30,-2.0,115,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,-25,-1.67,115,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,-20,-1.33,115,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,-15,-1.0,115,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,-10,-0.67,115,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,-5,-0.33,115,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,0,0.0,115,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,5,0.33,115,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,10,0.67,115,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,15,1.0,115,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,20,1.33,115,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,25,1.67,115,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,30,2.0,115,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,35,2.33,115,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,40,2.67,115,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,45,3.0,115,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,50,3.33,115,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,55,3.67,115,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,60,4.0,115,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,65,4.33,115,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,70,4.67,115,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,75,5.0,115,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,80,5.33,115,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,85,5.67,115,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,90,6.0,115,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,-90,-6.0,120,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,-85,-5.67,120,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,-80,-5.33,120,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,-75,-5.0,120,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,-70,-4.67,120,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,-65,-4.33,120,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,-60,-4.0,120,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,-55,-3.67,120,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,-50,-3.33,120,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,-45,-3.0,120,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,-40,-2.67,120,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,-35,-2.33,120,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,-30,-2.0,120,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,-25,-1.67,120,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,-20,-1.33,120,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,-15,-1.0,120,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,-10,-0.67,120,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,-5,-0.33,120,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,0,0.0,120,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,5,0.33,120,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,10,0.67,120,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,15,1.0,120,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,20,1.33,120,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,25,1.67,120,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,30,2.0,120,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,35,2.33,120,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,40,2.67,120,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,45,3.0,120,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,50,3.33,120,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,55,3.67,120,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,60,4.0,120,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,65,4.33,120,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,70,4.67,120,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,75,5.0,120,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,80,5.33,120,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,85,5.67,120,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
30,90,6.0,120,0,COLLISION_STRAIGHT,-0.167,0.0,0.0,N/A,N/A,59.2
40,-90,-6.0,5,0,CLIFF_EVADE,37.137,7.515,-7.515,N/A,N/A,24.7
40,-85,-5.67,5,0,CLIFF_EVADE,36.476,7.609,-7.609,N/A,N/A,25.3
40,-80,-5.33,5,0,CLIFF_EVADE,35.913,7.509,-7.509,N/A,N/A,25.8
40,-75,-5.0,5,0,CLIFF_EVADE,35.202,7.525,-7.525,N/A,N/A,26.4
40,-70,-4.67,5,0,CLIFF_EVADE,34.328,7.641,-7.641,N/A,N/A,27.3
40,-65,-4.33,5,0,CLIFF_EVADE,33.556,7.555,-7.555,N/A,N/A,28.0
40,-60,-4.0,5,0,CLIFF_EVADE,32.612,7.551,-7.551,N/A,N/A,28.9
40,-55,-3.67,5,0,CLIFF_EVADE,31.482,7.607,-7.607,N/A,N/A,30.0
40,-50,-3.33,5,0,CLIFF_EVADE,30.303,7.573,-7.573,N/A,N/A,31.1
40,-45,-3.0,5,0,CLIFF_EVADE,28.917,7.559,-7.559,N/A,N/A,32.4
40,-40,-2.67,5,0,CLIFF_EVADE,27.31,7.531,-7.531,N/A,N/A,34.0
40,-35,-2.33,5,0,CLIFF_PD_RETURN,25.288,7.539,-7.539,35.3,N/A,36.0
40,-30,-2.0,5,0,CLIFF_PD_RETURN,20.826,7.504,-7.504,35.3,N/A,40.4
40,-25,-1.67,5,1,SUCCESS,1.236,6.702,-4.298,35.3,49.1,124.2
40,-20,-1.33,5,1,SUCCESS,0.324,5.37,-3.363,35.3,48.2,119.1
40,-15,-1.0,5,0,COLLISION_LANE_RETURN,-0.036,4.023,-2.575,35.3,46.9,60.9
40,-10,-0.67,5,0,COLLISION_LANE_RETURN,-0.096,2.667,-1.662,35.3,45.1,59.8
40,-5,-0.33,5,0,COLLISION_LANE_RETURN,-0.194,1.309,-0.737,35.3,42.2,59.3
40,0,0.0,5,0,COLLISION_LANE_RETURN,-0.111,0.0,0.0,35.3,35.6,59.1
40,5,0.33,5,0,COLLISION_LANE_RETURN,-0.194,1.309,0.737,35.3,42.2,59.3
40,10,0.67,5,0,COLLISION_LANE_RETURN,-0.096,2.667,1.662,35.3,45.1,59.8
40,15,1.0,5,0,COLLISION_LANE_RETURN,-0.036,4.023,2.575,35.3,46.9,60.9
40,20,1.33,5,1,SUCCESS,0.324,5.37,3.363,35.3,48.2,119.1
40,25,1.67,5,1,SUCCESS,1.236,6.702,4.298,35.3,49.1,124.2
40,30,2.0,5,0,CLIFF_PD_RETURN,20.826,7.504,7.504,35.3,N/A,40.4
40,35,2.33,5,0,CLIFF_PD_RETURN,25.288,7.539,7.539,35.3,N/A,36.0
40,40,2.67,5,0,CLIFF_EVADE,27.31,7.531,7.531,N/A,N/A,34.0
40,45,3.0,5,0,CLIFF_EVADE,28.917,7.559,7.559,N/A,N/A,32.4
40,50,3.33,5,0,CLIFF_EVADE,30.303,7.573,7.573,N/A,N/A,31.1
40,55,3.67,5,0,CLIFF_EVADE,31.482,7.607,7.607,N/A,N/A,30.0
40,60,4.0,5,0,CLIFF_EVADE,32.612,7.551,7.551,N/A,N/A,28.9
40,65,4.33,5,0,CLIFF_EVADE,33.556,7.555,7.555,N/A,N/A,28.0
40,70,4.67,5,0,CLIFF_EVADE,34.328,7.641,7.641,N/A,N/A,27.3
40,75,5.0,5,0,CLIFF_EVADE,35.202,7.525,7.525,N/A,N/A,26.4
40,80,5.33,5,0,CLIFF_EVADE,35.913,7.509,7.509,N/A,N/A,25.8
40,85,5.67,5,0,CLIFF_EVADE,36.476,7.609,7.609,N/A,N/A,25.3
40,90,6.0,5,0,CLIFF_EVADE,37.137,7.515,7.515,N/A,N/A,24.7
40,-90,-6.0,10,0,CLIFF_EVADE,32.13,7.515,-7.515,N/A,N/A,29.8
40,-85,-5.67,10,0,CLIFF_EVADE,31.474,7.609,-7.609,N/A,N/A,30.4
40,-80,-5.33,10,0,CLIFF_EVADE,30.913,7.509,-7.509,N/A,N/A,30.9
40,-75,-5.0,10,0,CLIFF_EVADE,30.206,7.525,-7.525,N/A,N/A,31.6
40,-70,-4.67,10,0,CLIFF_EVADE,29.342,7.641,-7.641,N/A,N/A,32.4
40,-65,-4.33,10,0,CLIFF_EVADE,28.573,7.555,-7.555,N/A,N/A,33.1
40,-60,-4.0,10,0,CLIFF_EVADE,27.636,7.551,-7.551,N/A,N/A,34.0
