steer_sw,dist,speed_kmh,success
80,15,90,0
85,15,90,0
90,15,90,0
5,15,100,0
10,15,100,1
15,15,100,1
20,15,100,1
25,15,100,0
30,15,100,0
35,15,100,0
40,15,100,0
45,15,100,0
50,15,100,0
55,15,100,0
60,15,100,0
65,15,100,0
70,15,100,0
75,15,100,0
80,15,100,0
85,15,100,0
90,15,100,0
5,15,110,0
10,15,110,1
15,15,110,1
20,15,110,1
25,15,110,0
30,15,110,0
35,15,110,0
40,15,110,0
45,15,110,0
50,15,110,0
55,15,110,0
60,15,110,0
65,15,110,0
70,15,110,0
75,15,110,0
80,15,110,0
85,15,110,0
90,15,110,0
5,15,120,0
10,15,120,1
15,15,120,1
20,15,120,0
25,15,120,0
30,15,120,0
35,15,120,0
40,15,120,0
45,15,120,0
50,15,120,0
55,15,120,0
60,15,120,0
65,15,120,0
70,15,120,0
75,15,120,0
80,15,120,0
85,15,120,0
90,15,120,0
5,16,10,0
10,16,10,0
15,16,10,0
20,16,10,0
25,16,10,0
30,16,10,0
35,16,10,0
40,16,10,0
45,16,10,0
50,16,10,0
55,16,10,0
60,16,10,0
65,16,10,0
70,16,10,0
75,16,10,0
80,16,10,0
85,16,10,0
90,16,10,0
5,16,20,0
10,16,20,0
15,16,20,0
20,16,20,0
25,16,20,1
30,16,20,1
35,16,20,0
40,16,20,0
45,16,20,0
50,16,20,0
55,16,20,0
60,16,20,0
65,16,20,0
70,16,20,0
75,16,20,0
80,16,20,0
85,16,20,0
90,16,20,0
5,16,30,0
10,16,30,0
15,16,30,1
20,16,30,1
25,16,30,1
30,16,30,0
35,16,30,0
40,16,30,0
45,16,30,0
50,16,30,0
55,16,30,0
60,16,30,0
65,16,30,0
70,16,30,0
75,16,30,0
80,16,30,0
85,16,30,0
90,16,30,0
5,16,40,0
10,16,40,0
15,16,40,1
20,16,40,1
25,16,40,1
30,16,40,0
5,17,90,0
10,17,90,1
15,17,90,1
20,17,90,1
25,17,90,0
30,17,90,0
35,17,90,0
40,17,90,0
45,17,90,0
50,17,90,0
55,17,90,0
60,17,90,0
65,17,90,0
70,17,90,0
75,17,90,0
80,17,90,0
85,17,90,0
90,17,90,0
5,17,100,0
10,17,100,1
15,17,100,1
20,17,100,1
25,17,100,0
30,17,100,0
35,17,100,0
40,17,100,0
45,17,100,0
50,17,100,0
55,17,100,0
60,17,100,0
65,17,100,0
70,17,100,0
75,17,100,0
80,17,100,0
85,17,100,0
90,17,100,0
5,17,110,0
10,17,110,1
15,17,110,1
20,17,110,1
25,17,110,0
30,17,110,0
35,17,110,0
40,17,110,0
45,17,110,0
50,17,110,0
55,17,110,0
60,17,110,0
65,17,110,0
70,17,110,0
75,17,110,0
80,17,110,0
85,17,110,0
90,17,110,0
5,17,120,0
10,17,120,1
15,17,120,1
20,17,120,0
25,17,120,0
30,17,120,0
35,17,120,0
40,17,120,0
45,17,120,0
50,17,120,0
55,17,120,0
60,17,120,0
65,17,120,0
70,17,120,0
75,17,120,0
80,17,120,0
85,17,120,0
90,17,120,0
5,18,10,0
10,18,10,0
15,18,10,0
20,18,10,0
25,18,10,0
30,18,10,0
35,18,10,0
40,18,10,0
45,18,10,0
50,18,10,0
55,18,10,0
60,18,10,0
65,18,10,0
70,18,10,0
75,18,10,0
80,18,10,0
85,18,10,0
90,18,10,0
5,18,20,0
10,18,20,0
15,18,20,0
20,18,20,1
25,18,20,1
30,18,20,1
35,18,20,0
40,18,20,0
45,18,20,0
50,18,20,0
55,18,20,0
60,18,20,0
65,18,20,0
70,18,20,0
75,18,20,0
80,18,20,0
85,18,20,0
90,18,20,0
5,18,30,0
10,18,30,0
15,18,30,1
20,18,30,1
25,18,30,1
30,18,30,0
35,18,30,0
40,18,30,0
45,18,30,0
50,18,30,0
55,18,30,0
60,18,30,0
65,18,30,0
70,18,30,0
75,18,30,0
80,18,30,0
85,18,30,0
90,18,30,0
5,18,40,0
10,18,40,0
15,18,40,1
20,18,40,1
25,18,40,1
30,18,40,0
35,18,40,0
40,18,40,0
45,18,40,0
50,18,40,0
55,18,40,0
60,18,40,0
65,18,40,0
70,18,40,0
75,18,40,0
80,18,40,0
85,18,40,0
90,18,40,0
5,18,50,0
10,18,50,0
15,18,50,1
20,18,50,1
25,18,50,1
30,18,50,0
35,18,50,0
40,18,50,0
45,18,50,0
50,18,50,0
55,18,50,0
60,18,50,0
65,18,50,0
70,18,50,0
75,18,50,0
80,18,50,0
85,18,50,0
90,18,50,0
5,18,60,0
10,18,60,0
15,18,60,1
20,18,60,1
25,18,60,1
30,18,60,0
35,18,60,0
40,18,60,0
45,18,60,0
50,18,60,0
55,18,60,0
60,18,60,0
65,18,60,0
70,18,60,0
75,18,60,0
80,18,60,0
85,18,60,0
90,18,60,0
5,18,70,0
10,18,70,1
15,18,70,1
20,18,70,1
25,18,70,0
30,18,70,0
35,18,70,0
40,18,70,0
45,18,70,0
50,18,70,0
55,18,70,0
60,18,70,0
65,18,70,0
70,18,70,0
75,18,70,0
80,18,70,0
85,18,70,0
90,18,70,0
5,18,80,0
10,18,80,1
15,18,80,1
20,18,80,1
25,18,80,0
30,18,80,0
35,18,80,0
40,18,80,0
45,18,80,0
50,18,80,0
55,18,80,0
60,18,80,0
65,18,80,0
70,18,80,0
75,18,80,0
80,18,80,0
85,18,80,0
90,18,80,0
5,18,90,0
10,18,90,1
15,18,90,1
20,18,90,1
25,18,90,0
30,18,90,0
35,18,90,0
40,18,90,0
45,18,90,0
50,18,90,0
55,18,90,0
60,18,90,0
65,18,90,0
70,18,90,0
75,18,90,0
80,18,90,0
85,18,90,0
90,18,90,0
5,18,100,0
10,18,100,1
15,18,100,1
20,18,100,1
25,18,100,0
30,18,100,0
35,18,100,0
40,18,100,0
45,18,100,0
50,18,100,0
55,18,100,0
60,18,100,0
65,18,100,0
70,18,100,0
75,18,100,0
80,18,100,0
85,18,100,0
90,18,100,0
5,18,110,0
10,18,110,1
15,18,110,1
20,18,110,1
25,18,110,0
30,18,110,0
35,18,110,0
40,18,110,0
45,18,110,0
50,18,110,0
55,18,110,0
60,18,110,0
65,18,110,0
70,18,110,0
75,18,110,0
80,18,110,0
85,18,110,0
90,18,110,0
5,18,120,0
10,18,120,1
15,18,120,1
20,18,120,0
25,18,120,0
30,18,120,0
35,18,120,0
40,18,120,0
45,18,120,0
50,18,120,0
55,18,120,0
60,18,120,0
65,18,120,0
70,18,120,0
75,18,120,0
80,18,120,0
85,18,120,0
90,18,120,0
5,19,10,0
10,19,10,0
15,19,10,0
20,19,10,0
25,19,10,0
30,19,10,1
35,19,10,0
40,19,10,0
45,19,10,0
50,19,10,0
55,19,10,0
60,19,10,0
35,20,60,0
40,20,60,0
45,20,60,0
50,20,60,0
55,20,60,0
60,20,60,0
65,20,60,0
70,20,60,0
75,20,60,0
80,20,60,0
85,20,60,0
90,20,60,0
5,20,70,0
10,20,70,0
15,20,70,1
20,20,70,1
25,20,70,0
30,20,70,0
35,20,70,0
40,20,70,0
45,20,70,0
50,20,70,0
55,20,70,0
60,20,70,0
65,20,70,0
70,20,70,0
75,20,70,0
80,20,70,0
85,20,70,0
90,20,70,0
5,20,80,0
10,20,80,1
15,20,80,1
20,20,80,1
25,20,80,0
30,20,80,0
35,20,80,0
40,20,80,0
45,20,80,0
50,20,80,0
55,20,80,0
60,20,80,0
65,20,80,0
70,20,80,0
75,20,80,0
80,20,80,0
85,20,80,0
90,20,80,0
5,20,90,0
10,20,90,1
15,20,90,1
20,20,90,1
25,20,90,0
30,20,90,0
35,20,90,0
40,20,90,0
45,20,90,0
50,20,90,0
55,20,90,0
60,20,90,0
65,20,90,0
70,20,90,0
75,20,90,0
80,20,90,0
85,20,90,0
90,20,90,0
5,20,100,0
10,20,100,1
15,20,100,1
20,20,100,1
25,20,100,0
30,20,100,0
35,20,100,0
40,20,100,0
45,20,100,0
50,20,100,0
55,20,100,0
60,20,100,0
65,20,100,0
70,20,100,0
75,20,100,0
80,20,100,0
85,20,100,0
90,20,100,0
5,20,110,0
10,20,110,1
15,20,110,1
20,20,110,1
25,20,110,0
30,20,110,0
35,20,110,0
40,20,110,0
45,20,110,0
50,20,110,0
55,20,110,0
60,20,110,0
65,20,110,0
70,20,110,0
75,20,110,0
80,20,110,0
85,20,110,0
90,20,110,0
5,20,120,0
10,20,120,1
15,20,120,1
20,20,120,0
25,20,120,0
30,20,120,0
35,20,120,0
40,20,120,0
45,20,120,0
50,20,120,0
55,20,120,0
60,20,120,0
65,20,120,0
70,20,120,0
75,20,120,0
80,20,120,0
85,20,120,0
90,20,120,0
5,21,10,0
10,21,10,0
15,21,10,0
20,21,10,0
25,21,10,1
30,21,10,1
35,21,10,0
40,21,10,0
45,21,10,0
50,21,10,0
55,21,10,0
60,21,10,0
65,21,10,0
70,21,10,0
75,21,10,0
80,21,10,0
85,21,10,0
90,21,10,0
5,21,20,0
10,21,20,0
15,21,20,0
20,21,20,1
25,21,20,1
30,21,20,1
35,21,20,0
40,21,20,0
45,21,20,0
50,21,20,0
55,21,20,0
60,21,20,0
65,21,20,0
70,21,20,0
75,21,20,0
80,21,20,0
85,21,20,0
90,21,20,0
5,21,30,0
10,21,30,0
15,21,30,1
20,21,30,1
25,21,30,1
30,21,30,0
35,21,30,0
40,21,30,0
45,21,30,0
50,21,30,0
55,21,30,0
60,21,30,0
65,21,30,0
70,21,30,0
75,21,30,0
80,21,30,0
85,21,30,0
90,21,30,0
5,21,40,0
10,21,40,0
15,21,40,1
20,21,40,1
25,21,40,1
30,21,40,0
35,21,40,0
40,21,40,0
45,21,40,0
50,21,40,0
55,21,40,0
60,21,40,0
65,21,40,0
70,21,40,0
75,21,40,0
80,21,40,0
85,21,40,0
90,21,40,0
5,21,50,0
10,21,50,0
15,21,50,1
20,21,50,1
25,21,50,1
30,21,50,0
35,21,50,0
40,21,50,0
45,21,50,0
50,21,50,0
55,21,50,0
60,21,50,0
65,21,50,0
70,21,50,0
75,21,50,0
80,21,50,0
85,21,50,0
90,21,50,0
5,21,60,0
10,21,60,0
15,21,60,1
20,21,60,1
25,21,60,1
30,21,60,0
35,21,60,0
40,21,60,0
45,21,60,0
50,21,60,0
55,21,60,0
60,21,60,0
65,21,60,0
70,21,60,0
75,21,60,0
80,21,60,0
85,21,60,0
90,21,60,0
5,21,70,0
10,21,70,0
15,21,70,1
20,21,70,1
25,21,70,0
30,21,70,0
35,21,70,0
40,21,70,0
45,21,70,0
50,21,70,0
55,21,70,0
60,21,70,0
65,21,70,0
70,21,70,0
75,21,70,0
80,21,70,0
85,21,70,0
90,21,70,0
5,21,80,0
10,21,80,0
15,21,80,1
20,21,80,1
25,21,80,0
30,21,80,0
35,21,80,0
40,21,80,0
45,21,80,0
50,21,80,0
55,21,80,0
60,21,80,0
65,21,80,0
70,21,80,0
75,21,80,0
80,21,80,0
85,21,80,0
90,21,80,0
5,21,90,0
10,21,90,0
15,21,90,1
20,21,90,1
25,21,90,0
30,21,90,0
35,21,90,0
40,21,90,0
45,21,90,0
50,21,90,0
55,21,90,0
60,21,90,0
65,21,90,0
70,21,90,0
75,21,90,0
80,21,90,0
85,21,90,0
90,21,90,0
5,21,100,0
10,21,100,1
15,21,100,1
20,21,100,1
25,21,100,0
30,21,100,0
35,21,100,0
40,21,100,0
45,21,100,0
50,21,100,0
55,21,100,0
60,21,100,0
65,21,100,0
70,21,100,0
75,21,100,0
80,21,100,0
85,21,100,0
90,21,100,0
65,19,10,0
70,19,10,0
75,19,10,0
80,19,10,0
85,19,10,0
90,19,10,0
5,19,20,0
10,19,20,0
15,19,20,0
20,19,20,1
25,19,20,1
30,19,20,1
35,19,20,0
40,19,20,0
45,19,20,0
50,19,20,0
55,19,20,0
60,19,20,0
65,19,20,0
70,19,20,0
75,19,20,0
80,19,20,0
85,19,20,0
90,19,20,0
5,19,30,0
10,19,30,0
15,19,30,1
20,19,30,1
25,19,30,1
30,19,30,0
35,19,30,0
40,19,30,0
45,19,30,0
50,19,30,0
55,19,30,0
60,19,30,0
65,19,30,0
70,19,30,0
75,19,30,0
80,19,30,0
85,19,30,0
90,19,30,0
5,19,40,0
10,19,40,0
15,19,40,1
20,19,40,1
25,19,40,1
30,19,40,0
35,19,40,0
40,19,40,0
45,19,40,0
50,19,40,0
55,19,40,0
60,19,40,0
65,19,40,0
70,19,40,0
75,19,40,0
80,19,40,0
85,19,40,0
90,19,40,0
5,19,50,0
10,19,50,0
15,19,50,1
20,19,50,1
25,19,50,1
30,19,50,0
35,19,50,0
40,19,50,0
45,19,50,0
50,19,50,0
55,19,50,0
60,19,50,0
65,19,50,0
70,19,50,0
75,19,50,0
80,19,50,0
85,19,50,0
90,19,50,0
5,19,60,0
10,19,60,0
15,19,60,1
20,19,60,1
25,19,60,1
30,19,60,0
35,19,60,0
40,19,60,0
45,19,60,0
50,19,60,0
55,19,60,0
60,19,60,0
65,19,60,0
70,19,60,0
75,19,60,0
80,19,60,0
85,19,60,0
90,19,60,0
5,19,70,0
10,19,70,0
15,19,70,1
20,19,70,1
25,19,70,0
30,19,70,0
35,19,70,0
40,19,70,0
45,19,70,0
50,19,70,0
55,19,70,0
60,19,70,0
65,19,70,0
70,19,70,0
75,19,70,0
80,19,70,0
85,19,70,0
90,19,70,0
5,19,80,0
10,19,80,1
15,19,80,1
20,19,80,1
25,19,80,0
30,19,80,0
35,19,80,0
40,19,80,0
45,19,80,0
50,19,80,0
55,19,80,0
60,19,80,0
65,19,80,0
70,19,80,0
75,19,80,0
80,19,80,0
85,19,80,0
90,19,80,0
5,19,90,0
10,19,90,1
15,19,90,1
20,19,90,1
25,19,90,0
30,19,90,0
35,19,90,0
40,19,90,0
45,19,90,0
50,19,90,0
55,19,90,0
60,19,90,0
65,19,90,0
70,19,90,0
75,19,90,0
80,19,90,0
85,19,90,0
90,19,90,0
5,19,100,0
10,19,100,1
15,19,100,1
20,19,100,1
25,19,100,0
30,19,100,0
35,19,100,0
40,19,100,0
45,19,100,0
50,19,100,0
55,19,100,0
60,19,100,0
65,19,100,0
70,19,100,0
75,19,100,0
80,19,100,0
85,19,100,0
90,19,100,0
5,19,110,0
10,19,110,1
15,19,110,1
20,19,110,1
25,19,110,0
30,19,110,0
35,19,110,0
40,19,110,0
45,19,110,0
50,19,110,0
55,19,110,0
60,19,110,0
65,19,110,0
70,19,110,0
75,19,110,0
80,19,110,0
85,19,110,0
90,19,110,0
5,19,120,0
10,19,120,1
15,19,120,1
20,19,120,0
25,19,120,0
30,19,120,0
35,19,120,0
40,19,120,0
45,19,120,0
50,19,120,0
55,19,120,0
60,19,120,0
65,19,120,0
70,19,120,0
75,19,120,0
80,19,120,0
85,19,120,0
90,19,120,0
5,20,10,0
10,20,10,0
15,20,10,0
20,20,10,0
25,20,10,0
30,20,10,1
35,20,10,0
40,20,10,0
45,20,10,0
50,20,10,0
55,20,10,0
60,20,10,0
65,20,10,0
70,20,10,0
75,20,10,0
80,20,10,0
85,20,10,0
90,20,10,0
5,20,20,0
10,20,20,0
15,20,20,0
20,20,20,1
25,20,20,1
30,20,20,1
35,20,20,0
40,20,20,0
45,20,20,0
50,20,20,0
55,20,20,0
60,20,20,0
65,20,20,0
70,20,20,0
75,20,20,0
80,20,20,0
85,20,20,0
90,20,20,0
5,20,30,0
10,20,30,0
15,20,30,1
20,20,30,1
25,20,30,1
30,20,30,0
35,20,30,0
40,20,30,0
45,20,30,0
50,20,30,0
55,20,30,0
60,20,30,0
65,20,30,0
70,20,30,0
75,20,30,0
80,20,30,0
85,20,30,0
90,20,30,0
5,20,40,0
10,20,40,0
15,20,40,1
20,20,40,1
25,20,40,1
30,20,40,0
35,20,40,0
40,20,40,0
45,20,40,0
50,20,40,0
55,20,40,0
60,20,40,0
65,20,40,0
70,20,40,0
75,20,40,0
80,20,40,0
85,20,40,0
90,20,40,0
5,20,50,0
10,20,50,0
15,20,50,1
20,20,50,1
25,20,50,1
30,20,50,0
35,20,50,0
40,20,50,0
45,20,50,0
50,20,50,0
55,20,50,0
60,20,50,0
65,20,50,0
70,20,50,0
75,20,50,0
80,20,50,0
85,20,50,0
90,20,50,0
5,20,60,0
10,20,60,0
15,20,60,1
20,20,60,1
25,20,60,1
30,20,60,0
65,23,30,0
70,23,30,0
75,23,30,0
80,23,30,0
85,23,30,0
90,23,30,0
5,23,40,0
10,23,40,0
15,23,40,1
20,23,40,1
25,23,40,1
30,23,40,0
35,23,40,0
40,23,40,0
45,23,40,0
50,23,40,0
55,23,40,0
60,23,40,0
65,23,40,0
70,23,40,0
75,23,40,0
80,23,40,0
85,23,40,0
90,23,40,0
5,23,50,0
10,23,50,0
15,23,50,1
20,23,50,1
25,23,50,1
30,23,50,0
35,23,50,0
40,23,50,0
45,23,50,0
50,23,50,0
55,23,50,0
60,23,50,0
65,23,50,0
70,23,50,0
75,23,50,0
80,23,50,0
85,23,50,0
90,23,50,0
5,23,60,0
10,23,60,0
15,23,60,1
20,23,60,1
25,23,60,1
30,23,60,0
35,23,60,0
40,23,60,0
45,23,60,0
50,23,60,0
55,23,60,0
60,23,60,0
65,23,60,0
70,23,60,0
75,23,60,0
80,23,60,0
85,23,60,0
90,23,60,0
5,23,70,0
10,23,70,0
15,23,70,1
20,23,70,1
25,23,70,0
30,23,70,0
35,23,70,0
40,23,70,0
45,23,70,0
50,23,70,0
55,23,70,0
60,23,70,0
65,23,70,0
70,23,70,0
75,23,70,0
80,23,70,0
85,23,70,0
90,23,70,0
5,23,80,0
10,23,80,0
15,23,80,1
20,23,80,1
25,23,80,0
30,23,80,0
35,23,80,0
40,23,80,0
45,23,80,0
50,23,80,0
55,23,80,0
60,23,80,0
65,23,80,0
70,23,80,0
75,23,80,0
80,23,80,0
85,23,80,0
90,23,80,0
5,23,90,0
10,23,90,0
15,23,90,1
20,23,90,1
25,23,90,0
30,23,90,0
35,23,90,0
40,23,90,0
45,23,90,0
50,23,90,0
55,23,90,0
60,23,90,0
65,23,90,0
70,23,90,0
75,23,90,0
80,23,90,0
85,23,90,0
90,23,90,0
5,23,100,0
10,23,100,0
15,23,100,1
20,23,100,1
25,23,100,0
30,23,100,0
35,23,100,0
40,23,100,0
45,23,100,0
50,23,100,0
55,23,100,0
60,23,100,0
65,23,100,0
70,23,100,0
75,23,100,0
80,23,100,0
85,23,100,0
90,23,100,0
5,23,110,0
10,23,110,0
15,23,110,1
20,23,110,1
25,23,110,0
30,23,110,0
35,23,110,0
40,23,110,0
45,23,110,0
50,23,110,0
55,23,110,0
60,23,110,0
65,23,110,0
70,23,110,0
75,23,110,0
80,23,110,0
85,23,110,0
90,23,110,0
5,23,120,0
10,23,120,1
15,23,120,1
20,23,120,0
25,23,120,0
30,23,120,0
35,23,120,0
40,23,120,0
45,23,120,0
50,23,120,0
55,23,120,0
60,23,120,0
65,23,120,0
70,23,120,0
75,23,120,0
80,23,120,0
85,23,120,0
90,23,120,0
5,24,10,0
10,24,10,0
15,24,10,0
20,24,10,1
25,24,10,1
30,24,10,1
35,24,10,0
40,24,10,0
45,24,10,0
50,24,10,0
55,24,10,0
60,24,10,0
65,24,10,0
70,24,10,0
75,24,10,0
80,24,10,0
85,24,10,0
90,24,10,0
5,24,20,0
10,24,20,0
15,24,20,1
20,24,20,1
25,24,20,1
30,24,20,1
35,24,20,0
40,24,20,0
45,24,20,0
50,24,20,0
55,24,20,0
60,24,20,0
65,24,20,0
70,24,20,0
75,24,20,0
80,24,20,0
85,24,20,0
90,24,20,0
5,24,30,0
10,24,30,0
15,24,30,1
20,24,30,1
25,24,30,1
30,24,30,0
35,24,30,0
40,24,30,0
45,24,30,0
50,24,30,0
55,24,30,0
60,24,30,0
65,24,30,0
70,24,30,0
75,24,30,0
80,24,30,0
85,24,30,0
90,24,30,0
5,24,40,0
10,24,40,0
15,24,40,1
20,24,40,1
25,24,40,1
30,24,40,0
35,24,40,0
40,24,40,0
45,24,40,0
50,24,40,0
55,24,40,0
60,24,40,0
65,24,40,0
70,24,40,0
75,24,40,0
80,24,40,0
85,24,40,0
90,24,40,0
5,24,50,0
10,24,50,0
15,24,50,1
20,24,50,1
25,24,50,1
30,24,50,0
35,24,50,0
40,24,50,0
45,24,50,0
50,24,50,0
55,24,50,0
60,24,50,0
65,24,50,0
70,24,50,0
75,24,50,0
80,24,50,0
85,24,50,0
90,24,50,0
5,24,60,0
10,24,60,0
15,24,60,1
20,24,60,1
25,24,60,1
30,24,60,0
35,24,60,0
40,24,60,0
45,24,60,0
50,24,60,0
55,24,60,0
60,24,60,0
65,24,60,0
70,24,60,0
75,24,60,0
80,24,60,0
85,24,60,0
90,24,60,0
5,24,70,0
10,24,70,0
15,24,70,1
20,24,70,1
25,24,70,0
30,24,70,0
35,24,70,0
40,24,70,0
45,24,70,0
50,24,70,0
55,24,70,0
60,24,70,0
65,24,70,0
70,24,70,0
75,24,70,0
80,24,70,0
85,24,70,0
90,24,70,0
5,24,80,0
10,24,80,0
15,24,80,1
20,24,80,1
25,24,80,0
30,24,80,0
35,24,80,0
40,24,80,0
45,24,80,0
50,24,80,0
55,24,80,0
60,24,80,0
65,24,80,0
70,24,80,0
75,24,80,0
80,24,80,0
85,24,80,0
90,24,80,0
5,24,90,0
10,24,90,0
15,24,90,1
20,24,90,1
25,24,90,0
30,24,90,0
35,24,90,0
40,24,90,0
45,24,90,0
50,24,90,0
55,24,90,0
60,24,90,0
65,24,90,0
70,24,90,0
75,24,90,0
80,24,90,0
85,24,90,0
90,24,90,0
5,24,100,0
10,24,100,0
15,24,100,1
20,24,100,1
25,24,100,0
30,24,100,0
35,24,100,0
40,24,100,0
45,24,100,0
50,24,100,0
55,24,100,0
60,24,100,0
65,24,100,0
70,24,100,0
75,24,100,0
80,24,100,0
85,24,100,0
90,24,100,0
5,24,110,0
10,24,110,0
15,24,110,1
20,24,110,1
25,24,110,0
30,24,110,0
35,24,110,0
40,24,110,0
45,24,110,0
50,24,110,0
55,24,110,0
60,24,110,0
65,24,110,0
70,24,110,0
75,24,110,0
80,24,110,0
85,24,110,0
90,24,110,0
5,24,120,0
10,24,120,0
15,24,120,1
20,24,120,0
25,24,120,0
30,24,120,0
35,24,120,0
40,24,120,0
45,24,120,0
50,24,120,0
55,24,120,0
60,24,120,0
65,24,120,0
70,24,120,0
75,24,120,0
80,24,120,0
85,24,120,0
90,24,120,0
5,25,10,0
10,25,10,0
15,25,10,0
20,25,10,1
25,25,10,1
30,25,10,1
35,25,10,0
40,25,10,0
45,25,10,0
50,25,10,0
55,25,10,0
60,25,10,0
65,25,10,0
70,25,10,0
75,25,10,0
80,25,10,0
85,25,10,0
90,25,10,0
5,25,20,0
10,25,20,0
15,25,20,1
20,25,20,1
25,25,20,1
30,25,20,1
35,25,20,0
40,25,20,0
45,25,20,0
50,25,20,0
55,25,20,0
60,25,20,0
65,25,20,0
70,25,20,0
75,25,20,0
80,25,20,0
85,25,20,0
90,25,20,0
5,25,30,0
10,25,30,0
15,25,30,1
20,25,30,1
25,25,30,1
30,25,30,0
35,25,30,0
40,25,30,0
45,25,30,0
50,25,30,0
55,25,30,0
60,25,30,0
65,25,30,0
70,25,30,0
75,25,30,0
80,25,30,0
85,25,30,0
90,25,30,0
5,25,40,0
10,25,40,0
15,25,40,1
20,25,40,1
25,25,40,1
30,25,40,0
35,25,40,0
40,25,40,0
45,25,40,0
50,25,40,0
55,25,40,0
60,25,40,0
65,25,40,0
70,25,40,0
75,25,40,0
80,25,40,0
85,25,40,0
90,25,40,0
5,25,50,0
10,25,50,0
15,25,50,1
20,25,50,1
25,25,50,1
30,25,50,0
35,25,50,0
40,25,50,0
45,25,50,0
50,25,50,0
55,25,50,0
60,25,50,0
65,25,50,0
70,25,50,0
75,25,50,0
80,25,50,0
85,25,50,0
90,25,50,0
5,25,60,0
10,25,60,0
15,25,60,1
20,25,60,1
25,25,60,1
30,25,60,0
35,25,60,0
40,25,60,0
45,25,60,0
50,25,60,0
55,25,60,0
60,25,60,0
65,25,60,0
70,25,60,0
75,25,60,0
80,25,60,0
85,25,60,0
90,25,60,0
5,25,70,0
10,25,70,0
15,25,70,1
20,25,70,1
25,25,70,0
30,25,70,0
35,25,70,0
40,25,70,0
45,25,70,0
50,25,70,0
55,25,70,0
60,25,70,0
65,25,70,0
70,25,70,0
75,25,70,0
80,25,70,0
85,25,70,0
90,25,70,0
5,25,80,0
10,25,80,0
15,25,80,1
20,25,80,1
25,25,80,0
30,25,80,0
35,25,80,0
40,25,80,0
45,25,80,0
50,25,80,0
55,25,80,0
60,25,80,0
65,25,80,0
70,25,80,0
75,25,80,0
80,25,80,0
85,25,80,0
90,25,80,0
5,25,90,0
10,25,90,0
15,25,90,1
20,25,90,1
25,25,90,0
30,25,90,0
35,25,90,0
40,25,90,0
45,25,90,0
50,25,90,0
55,25,90,0
60,25,90,0
65,25,90,0
70,25,90,0
75,25,90,0
80,25,90,0
85,25,90,0
90,25,90,0
5,25,100,0
10,25,100,0
15,25,100,1
20,25,100,1
25,25,100,0
30,25,100,0
35,25,100,0
40,25,100,0
45,25,100,0
50,25,100,0
55,25,100,0
60,25,100,0
65,25,100,0
70,25,100,0
75,25,100,0
80,25,100,0
85,25,100,0
90,25,100,0
5,25,110,0
10,25,110,0
15,25,110,1
20,25,110,1
25,25,110,0
30,25,110,0
35,25,110,0
40,25,110,0
45,25,110,0
50,25,110,0
55,25,110,0
60,25,110,0
65,25,110,0
70,25,110,0
75,25,110,0
80,25,110,0
85,25,110,0
90,25,110,0
5,25,120,0
10,25,120,0
15,25,120,1
20,25,120,0
25,25,120,0
30,25,120,0
35,25,120,0
40,25,120,0
45,25,120,0
50,25,120,0
55,25,120,0
60,25,120,0
65,25,120,0
70,25,120,0
75,25,120,0
80,25,120,0
85,25,120,0
90,25,120,0
5,21,110,0
10,21,110,1
15,21,110,1
20,21,110,1
25,21,110,0
30,21,110,0
35,21,110,0
40,21,110,0
45,21,110,0
50,21,110,0
55,21,110,0
60,21,110,0
65,21,110,0
70,21,110,0
75,21,110,0
80,21,110,0
85,21,110,0
90,21,110,0
5,21,120,0
10,21,120,1
15,21,120,1
20,21,120,0
25,21,120,0
30,21,120,0
35,21,120,0
40,21,120,0
45,21,120,0
50,21,120,0
55,21,120,0
60,21,120,0
65,21,120,0
70,21,120,0
75,21,120,0
80,21,120,0
85,21,120,0
90,21,120,0
5,22,10,0
10,22,10,0
15,22,10,0
20,22,10,0
25,22,10,1
30,22,10,1
35,22,10,0
40,22,10,0
45,22,10,0
50,22,10,0
55,22,10,0
60,22,10,0
65,22,10,0
70,22,10,0
75,22,10,0
80,22,10,0
85,22,10,0
90,22,10,0
5,22,20,0
10,22,20,0
15,22,20,1
20,22,20,1
25,22,20,1
30,22,20,1
35,22,20,0
40,22,20,0
45,22,20,0
50,22,20,0
55,22,20,0
60,22,20,0
65,22,20,0
70,22,20,0
75,22,20,0
80,22,20,0
85,22,20,0
90,22,20,0
5,22,30,0
10,22,30,0
15,22,30,1
20,22,30,1
25,22,30,1
30,22,30,0
35,22,30,0
40,22,30,0
45,22,30,0
50,22,30,0
55,22,30,0
60,22,30,0
65,22,30,0
70,22,30,0
75,22,30,0
80,22,30,0
85,22,30,0
90,22,30,0
5,22,40,0
10,22,40,0
15,22,40,1
20,22,40,1
25,22,40,1
30,22,40,0
35,22,40,0
40,22,40,0
45,22,40,0
50,22,40,0
55,22,40,0
60,22,40,0
65,22,40,0
70,22,40,0
75,22,40,0
80,22,40,0
85,22,40,0
90,22,40,0
5,22,50,0
10,22,50,0
15,22,50,1
20,22,50,1
25,22,50,1
30,22,50,0
35,22,50,0
40,22,50,0
45,22,50,0
50,22,50,0
55,22,50,0
60,22,50,0
65,22,50,0
70,22,50,0
75,22,50,0
80,22,50,0
85,22,50,0
90,22,50,0
5,22,60,0
10,22,60,0
15,22,60,1
20,22,60,1
