steer_sw,dist,speed_kmh,success
45,9,10,0
50,9,10,0
55,9,10,0
60,9,10,0
65,9,10,0
70,9,10,0
75,9,10,0
80,9,10,0
85,9,10,0
90,9,10,0
5,9,20,0
10,9,20,0
15,9,20,0
20,9,20,0
25,9,20,0
30,9,20,0
35,9,20,0
40,9,20,0
45,9,20,0
50,9,20,0
55,9,20,0
60,9,20,0
65,9,20,0
70,9,20,0
75,9,20,0
80,9,20,0
85,9,20,0
90,9,20,0
5,9,30,0
10,9,30,0
15,9,30,0
20,9,30,0
25,9,30,1
30,9,30,0
35,9,30,0
40,9,30,0
45,9,30,0
50,9,30,0
55,9,30,0
60,9,30,0
65,9,30,0
70,9,30,0
75,9,30,0
80,9,30,0
85,9,30,0
90,9,30,0
5,9,40,0
10,9,40,0
15,9,40,0
20,9,40,1
25,9,40,1
30,9,40,0
35,9,40,0
40,9,40,0
45,9,40,0
50,9,40,0
55,9,40,0
60,9,40,0
65,9,40,0
70,9,40,0
75,9,40,0
80,9,40,0
85,9,40,0
90,9,40,0
5,9,50,0
10,9,50,0
15,9,50,1
20,9,50,1
25,9,50,1
30,9,50,0
35,9,50,0
40,9,50,0
45,9,50,0
50,9,50,0
55,9,50,0
60,9,50,0
65,9,50,0
70,9,50,0
75,9,50,0
80,9,50,0
85,9,50,0
90,9,50,0
5,9,60,0
10,9,60,0
15,9,60,1
20,9,60,1
25,9,60,1
30,9,60,0
35,9,60,0
40,9,60,0
45,9,60,0
50,9,60,0
55,9,60,0
60,9,60,0
65,9,60,0
70,9,60,0
75,9,60,0
80,9,60,0
85,9,60,0
90,9,60,0
5,9,70,0
10,9,70,0
15,9,70,1
20,9,70,1
25,9,70,0
30,9,70,0
35,9,70,0
40,9,70,0
45,9,70,0
50,9,70,0
55,9,70,0
60,9,70,0
65,9,70,0
70,9,70,0
75,9,70,0
80,9,70,0
85,9,70,0
90,9,70,0
5,9,80,0
10,9,80,1
15,9,80,1
20,9,80,1
25,9,80,0
30,9,80,0
35,9,80,0
40,9,80,0
45,9,80,0
50,9,80,0
55,9,80,0
60,9,80,0
65,9,80,0
70,9,80,0
75,9,80,0
80,9,80,0
85,9,80,0
90,9,80,0
5,9,90,0
10,9,90,1
15,9,90,1
20,9,90,1
25,9,90,0
30,9,90,0
35,9,90,0
40,9,90,0
45,9,90,0
50,9,90,0
55,9,90,0
60,9,90,0
65,9,90,0
70,9,90,0
75,9,90,0
80,9,90,0
85,9,90,0
90,9,90,0
5,9,100,0
10,9,100,1
15,9,100,1
20,9,100,1
25,9,100,0
30,9,100,0
35,9,100,0
40,9,100,0
45,9,100,0
50,9,100,0
55,9,100,0
60,9,100,0
65,9,100,0
70,9,100,0
75,9,100,0
80,9,100,0
85,9,100,0
90,9,100,0
5,9,110,0
10,9,110,1
15,9,110,1
20,9,110,1
25,9,110,0
30,9,110,0
35,9,110,0
40,9,110,0
45,9,110,0
50,9,110,0
55,9,110,0
60,9,110,0
65,9,110,0
70,9,110,0
75,9,110,0
80,9,110,0
85,9,110,0
90,9,110,0
5,9,120,0
10,9,120,1
15,9,120,1
20,9,120,0
25,9,120,0
30,9,120,0
35,9,120,0
40,9,120,0
45,9,120,0
50,9,120,0
55,9,120,0
60,9,120,0
65,9,120,0
70,9,120,0
75,9,120,0
80,9,120,0
85,9,120,0
90,9,120,0
5,10,10,0
10,10,10,0
15,10,10,0
20,10,10,0
25,10,10,0
30,10,10,0
35,10,10,0
40,10,10,0
45,10,10,0
50,10,10,0
55,10,10,0
60,10,10,0
65,10,10,0
70,10,10,0
75,10,10,0
80,10,10,0
85,10,10,0
90,10,10,0
5,10,20,0
10,10,20,0
15,10,20,0
20,10,20,0
25,10,20,0
30,10,20,0
35,10,20,0
40,10,20,0
45,10,20,0
50,10,20,0
55,10,20,0
60,10,20,0
65,10,20,0
70,10,20,0
75,10,20,0
80,10,20,0
85,10,20,0
90,10,20,0
5,10,30,0
10,10,30,0
15,10,30,0
20,10,30,0
25,10,30,1
30,10,30,0
35,10,30,0
40,10,30,0
45,10,30,0
50,10,30,0
55,10,30,0
60,10,30,0
65,10,30,0
70,10,30,0
75,10,30,0
80,10,30,0
85,10,30,0
90,10,30,0
5,10,40,0
10,10,40,0
15,10,40,1
20,10,40,1
25,10,40,1
30,10,40,0
35,10,40,0
40,10,40,0
45,10,40,0
50,10,40,0
55,10,40,0
60,10,40,0
65,10,40,0
70,10,40,0
75,10,40,0
80,10,40,0
85,10,40,0
90,10,40,0
5,10,50,0
10,10,50,0
15,10,50,1
20,10,50,1
25,10,50,1
30,10,50,0
35,10,50,0
40,10,50,0
45,10,50,0
50,10,50,0
55,10,50,0
60,10,50,0
65,10,50,0
70,10,50,0
75,10,50,0
80,10,50,0
85,10,50,0
90,10,50,0
5,10,60,0
10,10,60,0
15,10,60,1
20,10,60,1
25,10,60,1
30,10,60,0
35,10,60,0
40,10,60,0
45,10,60,0
50,10,60,0
55,10,60,0
60,10,60,0
65,10,60,0
70,10,60,0
75,10,60,0
80,10,60,0
85,10,60,0
90,10,60,0
5,10,70,0
10,10,70,1
15,10,70,1
20,10,70,1
25,10,70,0
30,10,70,0
35,10,70,0
40,10,70,0
45,10,70,0
50,10,70,0
55,10,70,0
60,10,70,0
65,10,70,0
70,10,70,0
75,10,70,0
80,10,70,0
85,10,70,0
90,10,70,0
5,10,80,0
10,10,80,1
15,10,80,1
20,10,80,1
25,10,80,0
30,10,80,0
35,10,80,0
40,10,80,0
45,10,80,0
50,10,80,0
55,10,80,0
60,10,80,0
65,10,80,0
70,10,80,0
75,10,80,0
80,10,80,0
85,10,80,0
90,10,80,0
5,10,90,0
10,10,90,1
15,10,90,1
20,10,90,1
25,10,90,0
30,10,90,0
35,10,90,0
40,10,90,0
45,10,90,0
50,10,90,0
55,10,90,0
60,10,90,0
65,10,90,0
70,10,90,0
75,10,90,0
80,10,90,0
85,10,90,0
90,10,90,0
5,10,100,0
10,10,100,1
15,10,100,1
20,10,100,1
25,10,100,0
30,10,100,0
35,10,100,0
40,10,100,0
45,10,100,0
50,10,100,0
55,10,100,0
60,10,100,0
65,10,100,0
70,10,100,0
75,10,100,0
80,10,100,0
85,10,100,0
90,10,100,0
5,10,110,0
10,10,110,1
15,10,110,1
20,10,110,1
25,10,110,0
30,10,110,0
35,10,110,0
40,10,110,0
45,10,110,0
50,10,110,0
55,10,110,0
60,10,110,0
65,10,110,0
70,10,110,0
75,10,110,0
80,10,110,0
85,10,110,0
90,10,110,0
5,10,120,0
10,10,120,1
15,10,120,1
20,10,120,0
25,10,120,0
30,10,120,0
35,10,120,0
40,10,120,0
45,10,120,0
50,10,120,0
55,10,120,0
60,10,120,0
65,10,120,0
70,10,120,0
75,10,120,0
80,10,120,0
85,10,120,0
90,10,120,0
5,11,10,0
10,11,10,0
15,11,10,0
20,11,10,0
25,11,10,0
30,11,10,0
35,11,10,0
40,11,10,0
45,11,10,0
50,11,10,0
55,11,10,0
60,11,10,0
65,11,10,0
70,11,10,0
75,11,10,0
80,11,10,0
85,11,10,0
90,11,10,0
5,11,20,0
10,11,20,0
15,11,20,0
20,11,20,0
25,11,20,0
30,11,20,0
35,11,20,0
40,11,20,0
45,11,20,0
50,11,20,0
55,11,20,0
60,11,20,0
65,11,20,0
70,11,20,0
75,11,20,0
80,11,20,0
85,11,20,0
90,11,20,0
5,11,30,0
10,11,30,0
15,11,30,0
20,11,30,1
25,11,30,1
30,11,30,0
35,11,30,0
40,11,30,0
45,11,30,0
50,11,30,0
55,11,30,0
60,11,30,0
65,11,30,0
70,11,30,0
75,11,30,0
80,11,30,0
85,11,30,0
90,11,30,0
5,11,40,0
10,11,40,0
15,11,40,1
20,11,40,1
25,11,40,1
30,11,40,0
35,11,40,0
40,11,40,0
45,11,40,0
50,11,40,0
55,11,40,0
60,11,40,0
65,11,40,0
70,11,40,0
75,11,40,0
80,11,40,0
85,11,40,0
90,11,40,0
5,11,50,0
10,11,50,0
15,11,50,1
20,11,50,1
25,11,50,1
30,11,50,0
35,11,50,0
40,11,50,0
45,11,50,0
50,11,50,0
55,11,50,0
60,11,50,0
65,11,50,0
70,11,50,0
75,11,50,0
80,11,50,0
85,11,50,0
90,11,50,0
5,11,60,0
10,11,60,0
15,11,60,1
20,11,60,1
25,11,60,1
30,11,60,0
35,11,60,0
40,11,60,0
45,11,60,0
50,11,60,0
55,11,60,0
60,11,60,0
65,11,60,0
70,11,60,0
75,11,60,0
80,11,60,0
85,11,60,0
90,11,60,0
5,11,70,0
10,11,70,1
15,11,70,1
20,11,70,1
25,11,70,0
30,11,70,0
35,11,70,0
40,11,70,0
45,11,70,0
50,11,70,0
55,11,70,0
60,11,70,0
65,11,70,0
70,11,70,0
75,11,70,0
80,11,70,0
85,11,70,0
90,11,70,0
5,11,80,0
10,11,80,1
15,11,80,1
20,11,80,1
25,11,80,0
30,11,80,0
35,11,80,0
40,11,80,0
45,11,80,0
50,11,80,0
55,11,80,0
60,11,80,0
65,11,80,0
70,11,80,0
75,11,80,0
80,11,80,0
85,11,80,0
90,11,80,0
5,11,90,0
10,11,90,1
15,11,90,1
20,11,90,1
25,11,90,0
30,11,90,0
35,11,90,0
40,11,90,0
45,11,90,0
50,11,90,0
55,11,90,0
60,11,90,0
65,11,90,0
70,11,90,0
75,11,90,0
80,11,90,0
85,11,90,0
90,11,90,0
5,11,100,0
10,11,100,1
15,11,100,1
20,11,100,1
25,11,100,0
30,11,100,0
35,11,100,0
40,11,100,0
45,11,100,0
50,11,100,0
55,11,100,0
60,11,100,0
65,11,100,0
70,11,100,0
75,11,100,0
80,11,100,0
85,11,100,0
90,11,100,0
5,11,110,0
10,11,110,1
15,11,110,1
20,11,110,1
25,11,110,0
30,11,110,0
35,11,110,0
40,11,110,0
45,11,110,0
50,11,110,0
55,11,110,0
60,11,110,0
65,11,110,0
70,11,110,0
75,11,110,0
80,11,110,0
85,11,110,0
90,11,110,0
5,11,120,0
10,11,120,1
15,11,120,1
20,11,120,0
25,11,120,0
30,11,120,0
35,11,120,0
40,11,120,0
45,11,120,0
50,11,120,0
55,11,120,0
60,11,120,0
65,11,120,0
70,11,120,0
75,11,120,0
80,11,120,0
85,11,120,0
90,11,120,0
5,12,10,0
10,12,10,0
15,12,10,0
20,12,10,0
25,12,10,0
30,12,10,0
35,12,10,0
40,12,10,0
45,12,10,0
50,12,10,0
55,12,10,0
60,12,10,0
65,12,10,0
70,12,10,0
75,12,10,0
80,12,10,0
85,12,10,0
90,12,10,0
5,12,20,0
10,12,20,0
15,12,20,0
20,12,20,0
25,12,20,0
30,12,20,0
35,12,20,0
40,12,20,0
45,12,20,0
50,12,20,0
55,12,20,0
60,12,20,0
65,12,20,0
70,12,20,0
75,12,20,0
80,12,20,0
85,12,20,0
90,12,20,0
5,12,30,0
10,12,30,0
15,12,30,0
20,12,30,1
25,12,30,1
30,12,30,0
35,12,30,0
40,12,30,0
45,12,30,0
50,12,30,0
55,12,30,0
60,12,30,0
65,12,30,0
70,12,30,0
75,12,30,0
80,12,30,0
85,12,30,0
90,12,30,0
5,12,40,0
10,12,40,0
15,12,40,1
20,12,40,1
25,12,40,1
30,12,40,0
35,12,40,0
40,12,40,0
45,12,40,0
50,12,40,0
55,12,40,0
60,12,40,0
65,12,40,0
70,12,40,0
75,12,40,0
80,12,40,0
85,12,40,0
90,12,40,0
5,12,50,0
10,12,50,0
15,12,50,1
20,12,50,1
25,12,50,1
30,12,50,0
35,12,50,0
40,12,50,0
45,12,50,0
50,12,50,0
55,12,50,0
60,12,50,0
65,12,50,0
70,12,50,0
75,12,50,0
80,12,50,0
85,12,50,0
90,12,50,0
5,12,60,0
10,12,60,0
15,12,60,1
20,12,60,1
25,12,60,1
30,12,60,0
35,12,60,0
40,12,60,0
45,12,60,0
50,12,60,0
55,12,60,0
60,12,60,0
65,12,60,0
70,12,60,0
75,12,60,0
80,12,60,0
85,12,60,0
90,12,60,0
5,12,70,0
10,12,70,1
15,12,70,1
20,12,70,1
25,12,70,0
30,12,70,0
35,12,70,0
40,12,70,0
45,12,70,0
50,12,70,0
55,12,70,0
60,12,70,0
65,12,70,0
70,12,70,0
75,12,70,0
80,12,70,0
85,12,70,0
90,12,70,0
5,12,80,0
10,12,80,1
15,12,80,1
20,12,80,1
25,12,80,0
30,12,80,0
35,12,80,0
40,12,80,0
45,12,80,0
50,12,80,0
55,12,80,0
60,12,80,0
65,12,80,0
70,12,80,0
75,12,80,0
80,12,80,0
85,12,80,0
90,12,80,0
5,12,90,0
10,12,90,1
15,12,90,1
20,12,90,1
25,12,90,0
30,12,90,0
35,12,90,0
40,12,90,0
45,12,90,0
50,12,90,0
55,12,90,0
60,12,90,0
65,12,90,0
70,12,90,0
75,12,90,0
80,12,90,0
85,12,90,0
90,12,90,0
5,12,100,0
10,12,100,1
15,12,100,1
20,12,100,1
25,12,100,0
30,12,100,0
35,12,100,0
40,12,100,0
45,12,100,0
50,12,100,0
55,12,100,0
60,12,100,0
65,12,100,0
70,12,100,0
75,12,100,0
80,12,100,0
85,12,100,0
90,12,100,0
5,12,110,0
10,12,110,1
15,12,110,1
20,12,110,1
25,12,110,0
30,12,110,0
35,12,110,0
40,12,110,0
45,12,110,0
50,12,110,0
55,12,110,0
60,12,110,0
65,12,110,0
70,12,110,0
75,12,110,0
80,12,110,0
85,12,110,0
90,12,110,0
5,12,120,0
10,12,120,1
15,12,120,1
20,12,120,0
25,12,120,0
30,12,120,0
35,12,120,0
40,12,120,0
45,12,120,0
50,12,120,0
55,12,120,0
60,12,120,0
65,12,120,0
70,12,120,0
75,12,120,0
80,12,120,0
85,12,120,0
90,12,120,0
5,13,10,0
10,13,10,0
15,13,10,0
20,13,10,0
25,13,10,0
30,13,10,0
35,13,10,0
40,13,10,0
45,13,10,0
50,13,10,0
55,13,10,0
60,13,10,0
65,13,10,0
70,13,10,0
75,13,10,0
80,13,10,0
85,13,10,0
90,13,10,0
5,13,20,0
10,13,20,0
15,13,20,0
20,13,20,0
25,13,20,0
30,13,20,0
35,13,20,0
40,13,20,0
45,13,20,0
50,13,20,0
55,13,20,0
60,13,20,0
65,13,20,0
70,13,20,0
75,13,20,0
80,13,20,0
85,13,20,0
90,13,20,0
5,13,30,0
10,13,30,0
15,13,30,0
20,13,30,1
25,13,30,1
30,13,30,0
35,13,30,0
40,13,30,0
45,13,30,0
50,13,30,0
55,13,30,0
60,13,30,0
65,13,30,0
70,13,30,0
75,13,30,0
80,13,30,0
85,13,30,0
90,13,30,0
5,13,40,0
10,13,40,0
15,13,40,1
20,13,40,1
25,13,40,1
30,13,40,0
35,13,40,0
40,13,40,0
45,13,40,0
50,13,40,0
55,13,40,0
60,13,40,0
65,13,40,0
70,13,40,0
75,13,40,0
80,13,40,0
85,13,40,0
90,13,40,0
5,13,50,0
10,13,50,0
15,13,50,1
20,13,50,1
25,13,50,1
30,13,50,0
35,13,50,0
40,13,50,0
45,13,50,0
50,13,50,0
55,13,50,0
60,13,50,0
65,13,50,0
70,13,50,0
75,13,50,0
80,13,50,0
85,13,50,0
90,13,50,0
5,13,60,0
10,13,60,0
15,13,60,1
20,13,60,1
25,13,60,1
30,13,60,0
35,13,60,0
40,13,60,0
45,13,60,0
50,13,60,0
55,13,60,0
60,13,60,0
65,13,60,0
70,13,60,0
75,13,60,0
80,13,60,0
85,13,60,0
90,13,60,0
5,13,70,0
10,13,70,1
15,13,70,1
20,13,70,1
25,13,70,0
30,13,70,0
35,13,70,0
40,13,70,0
45,13,70,0
50,13,70,0
55,13,70,0
60,13,70,0
65,13,70,0
70,13,70,0
75,13,70,0
80,13,70,0
85,13,70,0
90,13,70,0
5,13,80,0
10,13,80,1
15,13,80,1
20,13,80,1
25,13,80,0
30,13,80,0
35,13,80,0
40,13,80,0
45,13,80,0
50,13,80,0
55,13,80,0
60,13,80,0
65,13,80,0
70,13,80,0
75,13,80,0
80,13,80,0
85,13,80,0
90,13,80,0
5,13,90,0
10,13,90,1
15,13,90,1
20,13,90,1
25,13,90,0
30,13,90,0
35,13,90,0
40,13,90,0
45,13,90,0
50,13,90,0
55,13,90,0
60,13,90,0
65,13,90,0
70,13,90,0
75,13,90,0
80,13,90,0
85,13,90,0
90,13,90,0
5,13,100,0
10,13,100,1
15,13,100,1
20,13,100,1
25,13,100,0
30,13,100,0
35,13,100,0
40,13,100,0
45,13,100,0
50,13,100,0
55,13,100,0
60,13,100,0
65,13,100,0
70,13,100,0
75,13,100,0
80,13,100,0
85,13,100,0
90,13,100,0
5,13,110,0
10,13,110,1
15,13,110,1
20,13,110,1
25,13,110,0
30,13,110,0
35,13,110,0
40,13,110,0
45,13,110,0
50,13,110,0
55,13,110,0
60,13,110,0
65,13,110,0
70,13,110,0
75,13,110,0
80,13,110,0
85,13,110,0
90,13,110,0
5,13,120,0
10,13,120,1
15,13,120,1
20,13,120,0
25,13,120,0
30,13,120,0
35,13,120,0
40,13,120,0
45,13,120,0
50,13,120,0
55,13,120,0
60,13,120,0
65,13,120,0
70,13,120,0
75,13,120,0
80,13,120,0
85,13,120,0
90,13,120,0
5,14,10,0
10,14,10,0
15,14,10,0
20,14,10,0
25,14,10,0
30,14,10,0
35,14,10,0
40,14,10,0
45,14,10,0
50,14,10,0
55,14,10,0
60,14,10,0
65,14,10,0
70,14,10,0
75,14,10,0
80,14,10,0
85,14,10,0
90,14,10,0
5,14,20,0
10,14,20,0
15,14,20,0
20,14,20,0
25,14,20,0
30,14,20,1
35,14,20,0
40,14,20,0
45,14,20,0
50,14,20,0
55,14,20,0
60,14,20,0
65,14,20,0
70,14,20,0
75,14,20,0
80,14,20,0
85,14,20,0
90,14,20,0
5,14,30,0
10,14,30,0
15,14,30,0
20,14,30,1
25,14,30,1
30,14,30,0
35,14,30,0
40,14,30,0
45,14,30,0
50,14,30,0
55,14,30,0
60,14,30,0
65,14,30,0
70,14,30,0
75,14,30,0
80,14,30,0
85,14,30,0
90,14,30,0
5,14,40,0
10,14,40,0
15,14,40,1
20,14,40,1
25,14,40,1
30,14,40,0
35,14,40,0
40,14,40,0
45,14,40,0
50,14,40,0
55,14,40,0
60,14,40,0
65,14,40,0
70,14,40,0
75,14,40,0
80,14,40,0
85,14,40,0
90,14,40,0
5,14,50,0
10,14,50,0
15,14,50,1
20,14,50,1
25,14,50,1
30,14,50,0
35,14,50,0
40,14,50,0
45,14,50,0
50,14,50,0
55,14,50,0
60,14,50,0
65,14,50,0
70,14,50,0
75,14,50,0
80,14,50,0
85,14,50,0
90,14,50,0
5,14,60,0
10,14,60,0
15,14,60,1
20,14,60,1
25,14,60,1
30,14,60,0
35,14,60,0
40,14,60,0
45,14,60,0
50,14,60,0
55,14,60,0
60,14,60,0
65,14,60,0
70,14,60,0
75,14,60,0
80,14,60,0
85,14,60,0
90,14,60,0
5,14,70,0
10,14,70,1
15,14,70,1
20,14,70,1
25,14,70,0
30,14,70,0
35,14,70,0
40,14,70,0
45,14,70,0
50,14,70,0
55,14,70,0
60,14,70,0
65,14,70,0
70,14,70,0
75,14,70,0
80,14,70,0
85,14,70,0
90,14,70,0
5,14,80,0
10,14,80,1
15,14,80,1
20,14,80,1
25,14,80,0
30,14,80,0
35,14,80,0
40,14,80,0
45,14,80,0
50,14,80,0
55,14,80,0
60,14,80,0
65,14,80,0
70,14,80,0
75,14,80,0
80,14,80,0
85,14,80,0
90,14,80,0
5,14,90,0
10,14,90,1
15,14,90,1
20,14,90,1
25,14,90,0
30,14,90,0
35,14,90,0
40,14,90,0
45,14,90,0
50,14,90,0
55,14,90,0
60,14,90,0
65,14,90,0
70,14,90,0
75,14,90,0
80,14,90,0
85,14,90,0
90,14,90,0
5,14,100,0
10,14,100,1
15,14,100,1
20,14,100,1
25,14,100,0
30,14,100,0
35,14,100,0
40,14,100,0
45,14,100,0
50,14,100,0
55,14,100,0
60,14,100,0
65,14,100,0
70,14,100,0
75,14,100,0
80,14,100,0
85,14,100,0
90,14,100,0
5,14,110,0
10,14,110,1
15,14,110,1
20,14,110,1
25,14,110,0
30,14,110,0
35,14,110,0
40,14,110,0
45,14,110,0
50,14,110,0
55,14,110,0
60,14,110,0
35,16,40,0
40,16,40,0
45,16,40,0
50,16,40,0
55,16,40,0
60,16,40,0
65,16,40,0
70,16,40,0
75,16,40,0
80,16,40,0
85,16,40,0
90,16,40,0
5,16,50,0
10,16,50,0
15,16,50,1
20,16,50,1
25,16,50,1
30,16,50,0
35,16,50,0
40,16,50,0
45,16,50,0
50,16,50,0
55,16,50,0
60,16,50,0
65,16,50,0
70,16,50,0
75,16,50,0
80,16,50,0
85,16,50,0
90,16,50,0
5,16,60,0
10,16,60,0
15,16,60,1
20,16,60,1
25,16,60,1
30,16,60,0
35,16,60,0
40,16,60,0
45,16,60,0
50,16,60,0
55,16,60,0
60,16,60,0
65,16,60,0
70,16,60,0
75,16,60,0
80,16,60,0
85,16,60,0
90,16,60,0
5,16,70,0
10,16,70,1
15,16,70,1
20,16,70,1
25,16,70,0
30,16,70,0
35,16,70,0
40,16,70,0
45,16,70,0
50,16,70,0
55,16,70,0
60,16,70,0
65,16,70,0
70,16,70,0
75,16,70,0
80,16,70,0
85,16,70,0
90,16,70,0
5,16,80,0
10,16,80,1
15,16,80,1
20,16,80,1
25,16,80,0
30,16,80,0
35,16,80,0
40,16,80,0
45,16,80,0
50,16,80,0
55,16,80,0
60,16,80,0
65,16,80,0
70,16,80,0
75,16,80,0
80,16,80,0
85,16,80,0
90,16,80,0
5,16,90,0
10,16,90,1
15,16,90,1
20,16,90,1
25,16,90,0
30,16,90,0
35,16,90,0
40,16,90,0
45,16,90,0
50,16,90,0
55,16,90,0
60,16,90,0
65,16,90,0
70,16,90,0
75,16,90,0
80,16,90,0
85,16,90,0
90,16,90,0
5,16,100,0
10,16,100,1
15,16,100,1
20,16,100,1
25,16,100,0
30,16,100,0
35,16,100,0
40,16,100,0
45,16,100,0
50,16,100,0
55,16,100,0
60,16,100,0
65,16,100,0
70,16,100,0
75,16,100,0
80,16,100,0
85,16,100,0
90,16,100,0
5,16,110,0
10,16,110,1
15,16,110,1
20,16,110,1
25,16,110,0
30,16,110,0
35,16,110,0
40,16,110,0
45,16,110,0
50,16,110,0
55,16,110,0
60,16,110,0
65,16,110,0
70,16,110,0
75,16,110,0
80,16,110,0
85,16,110,0
90,16,110,0
5,16,120,0
10,16,120,1
15,16,120,1
20,16,120,0
25,16,120,0
30,16,120,0
35,16,120,0
40,16,120,0
45,16,120,0
50,16,120,0
55,16,120,0
60,16,120,0
65,16,120,0
70,16,120,0
75,16,120,0
80,16,120,0
85,16,120,0
90,16,120,0
5,17,10,0
10,17,10,0
15,17,10,0
20,17,10,0
25,17,10,0
30,17,10,0
35,17,10,0
40,17,10,0
45,17,10,0
50,17,10,0
55,17,10,0
60,17,10,0
65,17,10,0
70,17,10,0
75,17,10,0
80,17,10,0
85,17,10,0
90,17,10,0
5,17,20,0
10,17,20,0
15,17,20,0
20,17,20,0
25,17,20,1
30,17,20,1
35,17,20,0
40,17,20,0
45,17,20,0
50,17,20,0
55,17,20,0
60,17,20,0
65,17,20,0
70,17,20,0
75,17,20,0
80,17,20,0
85,17,20,0
90,17,20,0
5,17,30,0
10,17,30,0
15,17,30,1
20,17,30,1
25,17,30,1
30,17,30,0
35,17,30,0
40,17,30,0
45,17,30,0
50,17,30,0
55,17,30,0
60,17,30,0
65,17,30,0
70,17,30,0
75,17,30,0
80,17,30,0
85,17,30,0
90,17,30,0
5,17,40,0
10,17,40,0
15,17,40,1
20,17,40,1
25,17,40,1
30,17,40,0
35,17,40,0
40,17,40,0
45,17,40,0
50,17,40,0
55,17,40,0
60,17,40,0
65,17,40,0
70,17,40,0
75,17,40,0
80,17,40,0
85,17,40,0
90,17,40,0
5,17,50,0
10,17,50,0
15,17,50,1
20,17,50,1
25,17,50,1
30,17,50,0
35,17,50,0
40,17,50,0
45,17,50,0
50,17,50,0
55,17,50,0
60,17,50,0
65,17,50,0
70,17,50,0
75,17,50,0
80,17,50,0
85,17,50,0
90,17,50,0
5,17,60,0
10,17,60,0
15,17,60,1
20,17,60,1
25,17,60,1
30,17,60,0
35,17,60,0
40,17,60,0
45,17,60,0
50,17,60,0
55,17,60,0
60,17,60,0
65,17,60,0
70,17,60,0
75,17,60,0
80,17,60,0
85,17,60,0
90,17,60,0
5,17,70,0
10,17,70,1
15,17,70,1
20,17,70,1
25,17,70,0
30,17,70,0
35,17,70,0
40,17,70,0
45,17,70,0
50,17,70,0
55,17,70,0
60,17,70,0
65,17,70,0
70,17,70,0
75,17,70,0
80,17,70,0
85,17,70,0
90,17,70,0
5,17,80,0
10,17,80,1
15,17,80,1
20,17,80,1
25,17,80,0
30,17,80,0
35,17,80,0
40,17,80,0
45,17,80,0
50,17,80,0
55,17,80,0
60,17,80,0
65,17,80,0
70,17,80,0
75,17,80,0
80,17,80,0
85,17,80,0
90,17,80,0
65,14,110,0
70,14,110,0
75,14,110,0
80,14,110,0
85,14,110,0
90,14,110,0
5,14,120,0
10,14,120,1
15,14,120,1
20,14,120,0
25,14,120,0
30,14,120,0
35,14,120,0
40,14,120,0
45,14,120,0
50,14,120,0
55,14,120,0
60,14,120,0
65,14,120,0
70,14,120,0
75,14,120,0
80,14,120,0
85,14,120,0
90,14,120,0
5,15,10,0
10,15,10,0
15,15,10,0
20,15,10,0
25,15,10,0
30,15,10,0
35,15,10,0
40,15,10,0
45,15,10,0
50,15,10,0
55,15,10,0
60,15,10,0
65,15,10,0
70,15,10,0
75,15,10,0
80,15,10,0
85,15,10,0
90,15,10,0
5,15,20,0
10,15,20,0
15,15,20,0
20,15,20,0
25,15,20,0
30,15,20,1
35,15,20,0
40,15,20,0
45,15,20,0
50,15,20,0
55,15,20,0
60,15,20,0
65,15,20,0
70,15,20,0
75,15,20,0
80,15,20,0
85,15,20,0
90,15,20,0
5,15,30,0
10,15,30,0
15,15,30,0
20,15,30,1
25,15,30,1
30,15,30,0
35,15,30,0
40,15,30,0
45,15,30,0
50,15,30,0
55,15,30,0
60,15,30,0
65,15,30,0
70,15,30,0
75,15,30,0
80,15,30,0
85,15,30,0
90,15,30,0
5,15,40,0
10,15,40,0
15,15,40,1
20,15,40,1
25,15,40,1
30,15,40,0
35,15,40,0
40,15,40,0
45,15,40,0
50,15,40,0
55,15,40,0
60,15,40,0
65,15,40,0
70,15,40,0
75,15,40,0
80,15,40,0
85,15,40,0
90,15,40,0
5,15,50,0
10,15,50,0
15,15,50,1
20,15,50,1
25,15,50,1
30,15,50,0
35,15,50,0
40,15,50,0
45,15,50,0
50,15,50,0
55,15,50,0
60,15,50,0
65,15,50,0
70,15,50,0
75,15,50,0
80,15,50,0
85,15,50,0
90,15,50,0
5,15,60,0
10,15,60,0
15,15,60,1
20,15,60,1
25,15,60,1
30,15,60,0
35,15,60,0
40,15,60,0
45,15,60,0
50,15,60,0
55,15,60,0
60,15,60,0
65,15,60,0
70,15,60,0
75,15,60,0
80,15,60,0
85,15,60,0
90,15,60,0
5,15,70,0
10,15,70,1
15,15,70,1
20,15,70,1
25,15,70,0
30,15,70,0
35,15,70,0
40,15,70,0
45,15,70,0
50,15,70,0
55,15,70,0
60,15,70,0
65,15,70,0
70,15,70,0
75,15,70,0
80,15,70,0
85,15,70,0
90,15,70,0
5,15,80,0
10,15,80,1
15,15,80,1
20,15,80,1
25,15,80,0
30,15,80,0
35,15,80,0
40,15,80,0
45,15,80,0
50,15,80,0
55,15,80,0
60,15,80,0
65,15,80,0
70,15,80,0
75,15,80,0
80,15,80,0
85,15,80,0
90,15,80,0
5,15,90,0
10,15,90,1
15,15,90,1
20,15,90,1
25,15,90,0
30,15,90,0
35,15,90,0
40,15,90,0
45,15,90,0
50,15,90,0
55,15,90,0
60,15,90,0
65,15,90,0
70,15,90,0
75,15,90,0
